,Name,Groups,Operation System,"EndpointsBreakdown*,Compliance",Next Slot Start,Next Slot End,Exemption,Next Slot StartNext Slot End,Next Slot EndExemption,madsfkzb165.nmhsd.Icl,Intune-Endpoints,Windows 10,"Compliance1|0|7Maintenance WindowExpired, UpdatingEndpoint Group87.50%",Range,Exemption Reason
138,hsd-5cg0230zt7.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
139,hsd-5cg02268jb.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
140,hsd-5cd6506c6f.nmhsd.lcl,Intune-Endpoints,Windows 10,3|0|1 25.00%,,,"Disconnected, MaintenanceWindow Expired, Low DiskSpace",,,,,,,<70%,Maintenance Window Expired
141,hsd-mxl8251hpx.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
142,hsd-5cg9240c3w.nmhsd.lcl,Intune-Endpoints,Windows 10,0|0|1 100.00%,,,,,,,,,,91-100%,Fully Patched
143,JetPatch,,,,,,Page 18 of 19,,,,,,,,Maintenance Window Expired
144,hsd-5cd2377rww.nmhsd.lcl,Intune-Endpoints,Windows 10,0|0|1 100.00%,,,,,,,,,,91-100%,Fully Patched
145,hsd-5cg02268xp.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
146,nmwadminlt742.nmhsd.lcl,Intune-Endpoints,Windows 10,18|0|7 28.00%,,,"Untested Endpoint,Maintenance WindowExpired",,,,,,,<70%,Connector needs to be installed
147,hsd-mxl8251hnq,Intune-Endpoints,Windows 10,5|0|8 61.54%,,,"Disconnected,MaintenanceWindow Required",,,,,,,<70%,Maintenance Window Expired
148,hsd-5cg02268zg,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
149,cseabizb369.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|10 100.00%,,,,,,,,,,91-100%,Fully Patched
150,hsd-5cg022422n.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
151,hsd-5cg0231gq8.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,MaintenanceWindow Required,,,,,,,<70%,Disconnected
152,hsd-5cg0230znk.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
153,hsd-5cg0226811.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Required",,,,,,,<70%,Disconnected
154,madsfkzb102.nmhsd.Icl,Intune-Endpoints,Windows 10,1|0|7 87.50%,,,"Disconnected,MaintenanceWindow Required",,,,,,,81-90%,Maintenance Window Expired
155,hsd-5cd4021jsf.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
156,itdsfizb357.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|6 100.00%,,,,,,,,,,91-100%,Fully Patched
157,hsd-1hz9xd3.nmhsd.Icl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
158,madsfkzb100.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|7 100.00%,,,,,,,,,,91-100%,Fully Patched
159,hsd-mxl8251hnx.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Required",,,,,,,<70%,Disconnected
